POS,frequency of heterozygosity,total reads,coverage,,
1521171,155,932,0.166309013,,
1522539,155,982,0.157841141,,
53890,156,942,0.165605096,,
67718,156,1197,0.130325815,,
82312,156,1036,0.150579151,,
87312,156,1263,0.123515439,,
113491,156,1042,0.149712092,,
119131,156,933,0.167202572,,
122569,156,918,0.169934641,,
139234,156,985,0.158375635,,
218767,156,794,0.196473552,,
239984,156,774,0.201550388,,
266407,156,946,0.164904863,,
275289,156,925,0.168648649,,
284003,156,784,0.198979592,,
339880,156,975,0.16,,
395873,156,887,0.175873732,,
448388,156,873,0.178694158,,
553867,156,945,0.165079365,,
556732,156,873,0.178694158,,
574781,156,866,0.180138568,,
581004,156,942,0.165605096,,
588465,156,939,0.166134185,,
596055,156,917,0.170119956,,
616169,156,988,0.157894737,,
620588,156,1042,0.149712092,,
666968,156,1083,0.144044321,,
681125,156,868,0.179723502,,
688177,156,1048,0.148854962,,
703905,156,974,0.160164271,,
715627,156,1082,0.144177449,,
728391,156,886,0.176072235,,
772698,156,1068,0.146067416,,
810568,156,919,0.169749728,,
839868,156,1171,0.133219471,,
848977,156,1099,0.141947225,,
861716,156,1000,0.156,,
941151,156,894,0.174496644,,
941972,156,883,0.176670442,,
948920,156,1035,0.150724638,,
953287,156,968,0.161157025,,
967004,156,884,0.176470588,,
974630,156,971,0.160659114,,
995637,156,1038,0.150289017,,
1059094,156,989,0.157735086,,
1193291,156,868,0.179723502,,
1219991,156,923,0.169014085,,
1243063,156,1043,0.149568552,,
1248513,156,971,0.160659114,,
1279184,156,940,0.165957447,,
1307627,156,956,0.163179916,,
1408568,156,1054,0.14800759,,
1409847,156,924,0.168831169,,
1415051,156,1030,0.151456311,,
1415081,156,978,0.159509202,,
1421370,156,892,0.174887892,,
1428645,156,900,0.173333333,,
1452539,156,900,0.173333333,,
1467059,156,1058,0.147448015,,
1469289,156,872,0.178899083,,
1474686,156,857,0.182030338,,
1492309,156,1014,0.153846154,,
1493468,156,946,0.164904863,,
1510510,156,925,0.168648649,,
19413,157,963,0.163032191,,
23066,157,988,0.158906883,,
37486,157,1059,0.148253069,,
41927,157,831,0.188929001,,
65206,157,1050,0.14952381,,
80843,157,1097,0.143117593,,
99245,157,1132,0.13869258,,
105197,157,958,0.16388309,,
153397,157,1057,0.148533586,,
162819,157,902,0.17405765,,
185228,157,1104,0.142210145,,
196482,157,1029,0.152575316,,
217696,157,898,0.174832962,,
231317,157,923,0.170097508,,
232994,157,891,0.17620651,,
237441,157,995,0.157788945,,
242997,157,975,0.161025641,,
268132,157,1021,0.153770813,,
297975,157,857,0.1831972,,
313108,157,910,0.172527473,,
328981,157,977,0.160696008,,
329842,157,1072,0.146455224,,
341812,157,884,0.17760181,,
356562,157,979,0.160367722,,
376331,157,1003,0.156530409,,
385194,157,807,0.194547708,,
407411,157,975,0.161025641,,
445581,157,928,0.169181034,,
473983,157,907,0.173098126,,
524808,157,998,0.157314629,,
545047,157,995,0.157788945,,
552763,157,899,0.174638487,,
562925,157,988,0.158906883,,
581521,157,900,0.174444444,,
637011,157,981,0.160040775,,
654890,157,1033,0.151984511,,
720645,157,944,0.166313559,,
722265,157,803,0.195516812,,
722306,157,768,0.204427083,,
751112,157,1114,0.140933573,,
761335,157,1095,0.143378995,,
763207,157,771,0.203631647,,
775941,157,1082,0.145101664,,
805658,157,1227,0.12795436,,
816559,157,990,0.158585859,,
849555,157,1068,0.147003745,,
857627,157,948,0.165611814,,
929658,157,903,0.173864895,,
930059,157,886,0.177200903,,
935079,157,1036,0.151544402,,
937517,157,1028,0.152723735,,
948678,157,989,0.158746208,,
966980,157,880,0.178409091,,
993026,157,1056,0.148674242,,
996692,157,933,0.168274384,,
1053946,157,892,0.176008969,,
1149773,157,983,0.159715158,,
1266952,157,886,0.177200903,,
1282243,157,910,0.172527473,,
1286949,157,948,0.165611814,,
1294207,157,984,0.159552846,,
1312038,157,992,0.158266129,,
1315208,157,982,0.1598778,,
1331067,157,1439,0.109103544,,
1341815,157,1013,0.154985192,,
1343758,157,1099,0.142857143,,
1367576,157,1002,0.156686627,,
1410430,157,970,0.16185567,,
1429599,157,802,0.195760599,,
1430837,157,975,0.161025641,,
1450513,157,819,0.191697192,,
1467158,157,1029,0.152575316,,
1474570,157,865,0.18150289,,
1512312,157,941,0.166843783,,
1517966,157,860,0.18255814,,
19746,158,857,0.184364061,,
64545,158,1135,0.139207048,,
65186,158,1083,0.145891043,,
74663,158,998,0.158316633,,
80089,158,879,0.179749716,,
80430,158,1060,0.149056604,,
80742,158,926,0.17062635,,
105390,158,843,0.18742586,,
113472,158,947,0.166842661,,
117968,158,898,0.175946548,,
146252,158,1094,0.144424132,,
147092,158,1003,0.157527418,,
154696,158,869,0.181818182,,
172151,158,1004,0.157370518,,
185256,158,1066,0.148217636,,
213439,158,1139,0.138718174,,
217775,158,906,0.174392936,,
218669,158,830,0.190361446,,
219340,158,988,0.159919028,,
253390,158,985,0.160406091,,
259676,158,1073,0.147250699,,
266398,158,946,0.167019027,,
281306,158,943,0.167550371,,
286222,158,791,0.199747155,,
288975,158,993,0.159113797,,
292605,158,1123,0.140694568,,
326534,158,1117,0.141450313,,
346111,158,1053,0.150047483,,
377306,158,938,0.168443497,,
379094,158,942,0.167728238,,
379354,158,914,0.172866521,,
386499,158,883,0.178935447,,
388426,158,811,0.194821208,,
403346,158,950,0.166315789,,
403347,158,955,0.165445026,,
404690,158,858,0.184149184,,
404818,158,850,0.185882353,,
410322,158,978,0.161554192,,
411448,158,740,0.213513514,,
416628,158,901,0.17536071,,
505134,158,1043,0.151486098,,
564366,158,858,0.184149184,,
578638,158,1175,0.134468085,,
591205,158,954,0.165618449,,
643210,158,928,0.170258621,,
652308,158,968,0.16322314,,
659198,158,920,0.17173913,,
674810,158,888,0.177927928,,
678773,158,899,0.175750834,,
687498,158,993,0.159113797,,
688474,158,1013,0.155972359,,
719380,158,956,0.165271967,,
727318,158,1040,0.151923077,,
775997,158,1120,0.141071429,,
776086,158,1101,0.143505904,,
780027,158,984,0.160569106,,
782410,158,847,0.186540732,,
786514,158,877,0.180159635,,
820472,158,945,0.167195767,,
841074,158,1018,0.155206287,,
855322,158,983,0.160732452,,
866723,158,865,0.18265896,,
914816,158,1000,0.158,,
969959,158,883,0.178935447,,
978384,158,905,0.174585635,,
979584,158,1124,0.140569395,,
994719,158,990,0.15959596,,
1003950,158,1186,0.133220911,,
1144484,158,1076,0.146840149,,
1147320,158,1103,0.143245694,,
1156299,158,939,0.168264111,,
1219835,158,1093,0.144556267,,
1253679,158,877,0.180159635,,
1255110,158,926,0.17062635,,
1260055,158,934,0.169164882,,
1275042,158,956,0.165271967,,
1275069,158,958,0.164926931,,
1280606,158,917,0.172300981,,
1298872,158,963,0.164070613,,
1300388,158,933,0.169346195,,
1312613,158,1017,0.155358899,,
1332577,158,911,0.173435785,,
1348123,158,927,0.170442287,,
1405366,158,897,0.176142698,,
1407144,158,997,0.158475426,,
1446020,158,1016,0.155511811,,
1451009,158,1183,0.133558749,,
1451427,158,901,0.17536071,,
1461432,158,1003,0.157527418,,
1467761,158,1164,0.135738832,,
1470079,158,858,0.184149184,,
1483478,158,1062,0.148775895,,
1501238,158,926,0.17062635,,
1511013,158,1081,0.146160962,,
1519615,158,884,0.178733032,,
1522718,158,983,0.160732452,,
1522722,158,974,0.162217659,,
1522807,158,1103,0.143245694,,
1522830,158,939,0.168264111,,
41360,159,1207,0.131731566,,
60722,159,1188,0.133838384,,
70718,159,912,0.174342105,,
74634,159,1055,0.1507109,,
80056,159,914,0.173960613,,
80878,159,1126,0.141207815,,
93227,159,1019,0.156035329,,
96776,159,971,0.163748713,,
99689,159,1002,0.158682635,,
107265,159,1067,0.149015933,,
114379,159,1247,0.127506014,,
128589,159,1208,0.131622517,,
128724,159,892,0.178251121,,
130869,159,1247,0.127506014,,
142603,159,964,0.164937759,,
159555,159,1114,0.142728905,,
163327,159,1131,0.140583554,,
165341,159,927,0.171521036,,
185783,159,909,0.174917492,,
215004,159,914,0.173960613,,
218923,159,984,0.161585366,,
226059,159,1009,0.157581764,,
237588,159,896,0.177455357,,
259707,159,1016,0.156496063,,
267422,159,897,0.177257525,,
271340,159,919,0.173014146,,
277276,159,998,0.159318637,,
292555,159,947,0.167898627,,
295157,159,1003,0.158524427,,
344899,159,796,0.199748744,,
346366,159,888,0.179054054,,
359007,159,1076,0.147769517,,
404941,159,1015,0.156650246,,
414726,159,1121,0.141837645,,
446016,159,1066,0.149155722,,
457403,159,954,0.166666667,,
470731,159,1034,0.15377176,,
604439,159,982,0.16191446,,
608333,159,986,0.161257606,,
654179,159,1004,0.158366534,,
719391,159,990,0.160606061,,
719554,159,988,0.160931174,,
722011,159,1025,0.155121951,,
749258,159,1134,0.14021164,,
780939,159,988,0.160931174,,
813760,159,1075,0.147906977,,
847395,159,1116,0.142473118,,
939749,159,1199,0.132610509,,
940995,159,1103,0.144152312,,
974731,159,914,0.173960613,,
993362,159,905,0.175690608,,
1044663,159,1057,0.150425733,,
1149128,159,721,0.220527046,,
1220708,159,1071,0.148459384,,
1271758,159,962,0.165280665,,
1281969,159,915,0.173770492,,
1314298,159,872,0.18233945,,
1333616,159,826,0.192493947,,
1372422,159,1006,0.15805169,,
1415045,159,1059,0.150141643,,
1441760,159,938,0.169509595,,
1468321,159,1020,0.155882353,,
1473316,159,1007,0.157894737,,
1491321,159,932,0.170600858,,
1498969,159,917,0.173391494,,
1506970,159,1094,0.145338208,,
1507606,159,915,0.173770492,,
1510417,159,1004,0.158366534,,
1519461,159,976,0.162909836,,
1522700,159,1034,0.15377176,,
21431,160,1071,0.149393091,,
54379,160,932,0.17167382,,
60721,160,1187,0.134793597,,
76567,160,1041,0.153698367,,
79621,160,901,0.177580466,,
80445,160,1020,0.156862745,,
86474,160,879,0.182025028,,
96124,160,928,0.172413793,,
117891,160,865,0.184971098,,
159188,160,1079,0.148285449,,
163842,160,1024,0.15625,,
203795,160,1013,0.157946693,,
215003,160,888,0.18018018,,
216293,160,878,0.182232346,,
227115,160,885,0.18079096,,
271671,160,992,0.161290323,,
275715,160,970,0.164948454,,
275748,160,1036,0.154440154,,
287313,160,1140,0.140350877,,
292597,160,1087,0.147194112,,
299792,160,947,0.168954593,,
301434,160,946,0.169133192,,
309145,160,911,0.175631175,,
360211,160,911,0.175631175,,
416304,160,911,0.175631175,,
420314,160,903,0.177187154,,
420755,160,937,0.170757737,,
427169,160,1088,0.147058824,,
498945,160,1024,0.15625,,
499324,160,1011,0.158259149,,
526267,160,1047,0.152817574,,
565322,160,955,0.167539267,,
579199,160,1208,0.132450331,,
580119,160,956,0.167364017,,
654086,160,1108,0.144404332,,
660950,160,945,0.169312169,,
696106,160,1113,0.143755615,,
710100,160,1006,0.159045726,,
715349,160,974,0.164271047,,
761375,160,1071,0.149393091,,
784060,160,897,0.178372352,,
817126,160,1027,0.155793574,,
828495,160,1007,0.158887786,,
868916,160,942,0.16985138,,
940442,160,985,0.162436548,,
947971,160,805,0.198757764,,
973161,160,1029,0.155490768,,
1015219,160,926,0.172786177,,
1059662,160,1068,0.149812734,,
1174496,160,1060,0.150943396,,
1280562,160,1022,0.156555773,,
1290308,160,950,0.168421053,,
1299016,160,960,0.166666667,,
1315285,160,1028,0.155642023,,
1330369,160,1264,0.126582278,,
1333607,160,869,0.184119678,,
1357207,160,1010,0.158415842,,
1400704,160,932,0.17167382,,
1404334,160,1123,0.142475512,,
1406925,160,1055,0.151658768,,
1420155,160,988,0.16194332,,
1428524,160,1090,0.146788991,,
1447313,160,991,0.161453078,,
1458576,160,1058,0.151228733,,
1494944,160,967,0.165460186,,
1501404,160,865,0.184971098,,
1522332,160,940,0.170212766,,
17456,161,1205,0.133609959,,
19934,161,1006,0.160039761,,
21677,161,1239,0.129943503,,
37036,161,835,0.192814371,,
57851,161,1108,0.145306859,,
76568,161,1059,0.152030217,,
79893,161,902,0.178492239,,
84449,161,980,0.164285714,,
90638,161,846,0.190307329,,
128328,161,1079,0.149212234,,
128619,161,1215,0.132510288,,
128743,161,922,0.17462039,,
131453,161,878,0.183371298,,
142711,161,1026,0.156920078,,
162006,161,1097,0.146763902,,
185548,161,1072,0.150186567,,
212370,161,901,0.178690344,,
227151,161,855,0.188304094,,
248513,161,1234,0.130470016,,
261627,161,941,0.17109458,,
270285,161,965,0.166839378,,
308170,161,1028,0.156614786,,
356766,161,1139,0.141352063,,
367162,161,883,0.182332956,,
367618,161,935,0.172192513,,
374909,161,1042,0.154510557,,
389057,161,1029,0.156462585,,
437890,161,1168,0.137842466,,
527386,161,984,0.163617886,,
578649,161,1133,0.142100618,,
603685,161,1145,0.140611354,,
607715,161,990,0.162626263,,
659467,161,1069,0.150608045,,
674060,161,1146,0.140488656,,
683834,161,1059,0.152030217,,
688415,161,943,0.170731707,,
712473,161,935,0.172192513,,
724549,161,983,0.163784334,,
724570,161,1062,0.151600753,,
795537,161,948,0.169831224,,
826460,161,902,0.178492239,,
826983,161,905,0.177900552,,
867831,161,972,0.16563786,,
913863,161,1078,0.149350649,,
926987,161,1018,0.158153242,,
928279,161,1079,0.149212234,,
947968,161,808,0.199257426,,
950411,161,1176,0.136904762,,
974990,161,902,0.178492239,,
993190,161,990,0.162626263,,
994023,161,1062,0.151600753,,
998350,161,979,0.164453524,,
1008485,161,982,0.16395112,,
1013236,161,1146,0.140488656,,
1059080,161,1123,0.143365984,,
1174575,161,1050,0.153333333,,
1193546,161,1032,0.156007752,,
1242966,161,1023,0.157380254,,
1260022,161,1000,0.161,,
1292120,161,945,0.17037037,,
1299598,161,930,0.17311828,,
1305228,161,1129,0.142604074,,
1305302,161,1219,0.132075472,,
1305372,161,1249,0.128903122,,
1316641,161,870,0.185057471,,
1374505,161,968,0.166322314,,
1411239,161,1096,0.14689781,,
1421286,161,936,0.172008547,,
1443911,161,1016,0.158464567,,
1451054,161,993,0.162134945,,
1460401,161,872,0.184633028,,
1472336,161,1125,0.143111111,,
1522334,161,926,0.173866091,,
1522398,161,970,0.165979381,,
1522592,161,938,0.171641791,,
20969,162,1082,0.149722736,,
27189,162,1171,0.138343296,,
28853,162,1108,0.146209386,,
67107,162,868,0.186635945,,
80250,162,1017,0.159292035,,
80251,162,1054,0.15370019,,
106696,162,861,0.18815331,,
157927,162,1140,0.142105263,,
226148,162,1099,0.147406733,,
231960,162,973,0.166495375,,
239899,162,923,0.175514626,,
270080,162,1137,0.142480211,,
281351,162,941,0.172157279,,
296793,162,996,0.162650602,,
308173,162,1041,0.155619597,,
382242,162,931,0.174006445,,
383382,162,812,0.199507389,,
388587,162,956,0.169456067,,
423430,162,800,0.2025,,
442843,162,1337,0.121166791,,
477839,162,915,0.17704918,,
539097,162,905,0.179005525,,
565245,162,933,0.173633441,,
580820,162,1044,0.155172414,,
581091,162,1045,0.155023923,,
602350,162,1107,0.146341463,,
623966,162,1000,0.162,,
643129,162,1082,0.149722736,,
673855,162,1019,0.158979392,,
690855,162,941,0.172157279,,
690968,162,1064,0.152255639,,
697693,162,1057,0.153263955,,
719959,162,1193,0.135792121,,
770731,162,1138,0.142355009,,
789392,162,1083,0.149584488,,
842576,162,940,0.172340426,,
936158,162,1121,0.144513827,,
979539,162,1176,0.137755102,,
1152100,162,994,0.162977867,,
1173007,162,1182,0.137055838,,
1174702,162,1091,0.148487626,,
1253664,162,859,0.188591385,,
1255067,162,1004,0.161354582,,
1312280,162,1050,0.154285714,,
1312462,162,872,0.185779817,,
1322145,162,1270,0.127559055,,
1322146,162,1256,0.128980892,,
1332610,162,998,0.162324649,,
1354278,162,1081,0.14986124,,
1404228,162,1140,0.142105263,,
1459584,162,1031,0.157129001,,
1462739,162,975,0.166153846,,
1485375,162,1033,0.156824782,,
1507540,162,1079,0.150139018,,
1510411,162,1076,0.150557621,,
1514773,162,1026,0.157894737,,
1519618,162,950,0.170526316,,
61275,163,968,0.16838843,,
66230,163,1058,0.154064272,,
67529,163,1063,0.153339605,,
75728,163,1200,0.135833333,,
187293,163,994,0.163983903,,
195894,163,1006,0.162027833,,
214436,163,995,0.163819095,,
219303,163,978,0.166666667,,
269089,163,1109,0.146979261,,
292017,163,1234,0.132090762,,
308096,163,971,0.167868177,,
357787,163,979,0.166496425,,
386891,163,939,0.173588924,,
389045,163,1080,0.150925926,,
408065,163,1027,0.158714703,,
414243,163,968,0.16838843,,
437896,163,1130,0.144247788,,
557041,163,930,0.175268817,,
570139,163,1044,0.156130268,,
575468,163,862,0.189095128,,
576524,163,1087,0.149954002,,
584839,163,944,0.172669492,,
596731,163,1170,0.139316239,,
597017,163,979,0.166496425,,
643127,163,1073,0.151910531,,
652808,163,1035,0.157487923,,
663861,163,1031,0.158098933,,
679781,163,1057,0.154210028,,
683860,163,1013,0.160908193,,
696499,163,1134,0.143738977,,
711312,163,962,0.169438669,,
773703,163,978,0.166666667,,
816619,163,916,0.177947598,,
843832,163,970,0.168041237,,
867828,163,1004,0.162350598,,
929629,163,859,0.18975553,,
931988,163,1184,0.137668919,,
940972,163,1146,0.142233857,,
941063,163,1080,0.150925926,,
950700,163,1030,0.158252427,,
973128,163,1149,0.141862489,,
978778,163,1098,0.14845173,,
1007159,163,973,0.167523124,,
1071771,163,1151,0.141615986,,
1250522,163,1062,0.153483992,,
1280622,163,1001,0.162837163,,
1287125,163,1041,0.156580211,,
1298950,163,893,0.182530795,,
1309698,163,910,0.179120879,,
1313044,163,1028,0.158560311,,
1379791,163,1259,0.129467832,,
1392190,163,970,0.168041237,,
1400903,163,987,0.16514691,,
1424628,163,1034,0.157640232,,
1457763,163,990,0.164646465,,
1462655,163,887,0.183765502,,
1507082,163,1048,0.155534351,,
1519105,163,1046,0.15583174,,
1519598,163,1016,0.160433071,,
21450,164,1068,0.153558052,,
70227,164,1012,0.162055336,,
80448,164,1070,0.153271028,,
80820,164,1033,0.158760891,,
83082,164,1003,0.163509472,,
92890,164,987,0.166160081,,
94417,164,1219,0.134536505,,
96268,164,1021,0.160626836,,
103546,164,1247,0.131515638,,
104927,164,1057,0.155156102,,
117925,164,880,0.186363636,,
184738,164,1491,0.109993293,,
217732,164,959,0.17101147,,
237522,164,1011,0.162215628,,
258286,164,951,0.172450053,,
266824,164,1176,0.139455782,,
268735,164,977,0.167860798,,
291369,164,933,0.175777063,,
343580,164,928,0.176724138,,
361672,164,1141,0.143733567,,
383038,164,972,0.16872428,,
385531,164,1172,0.139931741,,
390200,164,957,0.171368861,,
408757,164,1121,0.146297948,,
414183,164,1012,0.162055336,,
423680,164,981,0.167176351,,
436884,164,910,0.18021978,,
499794,164,1041,0.157540826,,
512816,164,1187,0.138163437,,
527319,164,1084,0.151291513,,
527530,164,1142,0.143607706,,
545374,164,1055,0.155450237,,
552354,164,1050,0.156190476,,
585389,164,1008,0.162698413,,
585554,164,1214,0.13509061,,
660237,164,970,0.169072165,,
850164,164,1067,0.153701968,,
934903,164,1004,0.163346614,,
955169,164,976,0.168032787,,
974632,164,1047,0.156638013,,
978570,164,1150,0.142608696,,
1011936,164,1091,0.150320807,,
1045331,164,1068,0.153558052,,
1161568,164,1025,0.16,,
1241990,164,1145,0.143231441,,
1312036,164,987,0.166160081,,
1342986,164,937,0.175026681,,
1407535,164,1138,0.144112478,,
1408247,164,1000,0.164,,
1445712,164,1392,0.117816092,,
1466994,164,1054,0.155597723,,
1469888,164,1012,0.162055336,,
1471524,164,977,0.167860798,,
1473079,164,1183,0.1386306,,
1474481,164,814,0.201474201,,
1507078,164,1007,0.16285998,,
1509719,164,1068,0.153558052,,
22310,165,1056,0.15625,,
64293,165,967,0.170630817,,
70457,165,1190,0.138655462,,
71264,165,1124,0.146797153,,
90257,165,1154,0.142980936,,
94963,165,1066,0.15478424,,
103400,165,1317,0.125284738,,
107297,165,1146,0.143979058,,
128577,165,1302,0.126728111,,
161421,165,1260,0.130952381,,
185251,165,1076,0.153345725,,
224112,165,1015,0.162561576,,
227133,165,945,0.174603175,,
253602,165,1034,0.159574468,,
255481,165,1124,0.146797153,,
261828,165,890,0.185393258,,
272994,165,1031,0.160038797,,
282024,165,991,0.166498486,,
312488,165,961,0.17169615,,
333580,165,1191,0.138539043,,
349421,165,1166,0.141509434,,
357529,165,1096,0.150547445,,
423322,165,972,0.169753086,,
426326,165,950,0.173684211,,
437955,165,1058,0.155954631,,
439851,165,1351,0.122131754,,
552570,165,883,0.186862967,,
557054,165,1013,0.162882527,,
559020,165,1038,0.158959538,,
581331,165,898,0.183741648,,
589702,165,956,0.172594142,,
630673,165,771,0.214007782,,
642149,165,1037,0.159112825,,
690909,165,1154,0.142980936,,
696130,165,1071,0.154061625,,
697699,165,1070,0.154205607,,
711956,165,1080,0.152777778,,
730704,165,1158,0.142487047,,
732628,165,881,0.187287174,,
766688,165,1086,0.151933702,,
778784,165,960,0.171875,,
790323,165,984,0.167682927,,
839020,165,952,0.173319328,,
935012,165,1144,0.144230769,,
1016050,165,867,0.190311419,,
1055678,165,904,0.182522124,,
1058617,165,940,0.175531915,,
1148075,165,1109,0.148782687,,
1149909,165,1090,0.151376147,,
1152109,165,955,0.172774869,,
1245812,165,995,0.165829146,,
1253314,165,1121,0.147190009,,
1253763,165,1022,0.161448141,,
1255633,165,1085,0.152073733,,
1258051,165,1090,0.151376147,,
1258657,165,1226,0.134584013,,
1260078,165,1000,0.165,,
1264751,165,1159,0.142364107,,
1401877,165,861,0.191637631,,
1423651,165,1069,0.15434986,,
1424907,165,1015,0.162561576,,
1442387,165,1071,0.154061625,,
1447837,165,997,0.165496489,,
1451277,165,960,0.171875,,
1456812,165,1158,0.142487047,,
1458432,165,903,0.182724252,,
1466759,165,1022,0.161448141,,
1499290,165,1183,0.139475909,,
1502494,165,1191,0.138539043,,
1502831,165,1086,0.151933702,,
1511886,165,1004,0.164342629,,
1517833,165,1073,0.153774464,,
1522527,165,974,0.169404517,,
38616,166,1083,0.153277932,,
61127,166,1040,0.159615385,,
68762,166,1186,0.139966273,,
79909,166,959,0.173096976,,
89066,166,1034,0.160541586,,
96799,166,933,0.177920686,,
121089,166,1276,0.130094044,,
132560,166,941,0.176408077,,
184727,166,1487,0.111634163,,
195920,166,1114,0.149012567,,
202229,166,924,0.17965368,,
208984,166,931,0.1783029,,
262793,166,1181,0.140558848,,
277603,166,1043,0.15915628,,
330583,166,1159,0.14322692,,
346745,166,1049,0.158245949,,
356541,166,1033,0.160696999,,
386164,166,961,0.172736733,,
387026,166,907,0.183020948,,
392799,166,903,0.183831672,,
399144,166,1157,0.143474503,,
415078,166,1254,0.132376396,,
578647,166,1169,0.142001711,,
592050,166,962,0.172557173,,
607313,166,858,0.193473193,,
643077,166,1134,0.14638448,,
666947,166,1082,0.153419593,,
670255,166,913,0.181818182,,
682178,166,934,0.177730193,,
686709,166,1163,0.142734308,,
721941,166,925,0.179459459,,
765216,166,1171,0.14175918,,
832700,166,1098,0.151183971,,
867841,166,1021,0.1625857,,
934508,166,1052,0.157794677,,
943064,166,1240,0.133870968,,
943783,166,1165,0.14248927,,
945156,166,1112,0.149280576,,
950368,166,1191,0.139378673,,
977485,166,1076,0.154275093,,
980857,166,1016,0.163385827,,
1053747,166,1217,0.136400986,,
1055826,166,1089,0.152433425,,
1146161,166,1006,0.16500994,,
1150605,166,1216,0.136513158,,
1156908,166,933,0.177920686,,
1257873,166,1065,0.155868545,,
1259960,166,1039,0.159769009,,
1260032,166,987,0.168186424,,
1286766,166,1075,0.154418605,,
1297796,166,1040,0.159615385,,
1340287,166,1022,0.162426614,,
1346336,166,905,0.183425414,,
1346702,166,1105,0.150226244,,
1391478,166,1133,0.14651368,,
1405690,166,1093,0.151875572,,
1417489,166,1025,0.16195122,,
1430383,166,869,0.191024166,,
1445641,166,1111,0.149414941,,
1469141,166,1087,0.152713891,,
1471529,166,1047,0.158548233,,
1485542,166,1267,0.131018153,,
1487442,166,1135,0.146255507,,
1493251,166,1339,0.123973114,,
1496498,166,963,0.172377985,,
1501006,166,1055,0.157345972,,
1505397,166,1060,0.156603774,,
63541,167,927,0.180151025,,
70481,167,1234,0.135332253,,
76572,167,1102,0.15154265,,
78644,167,1115,0.149775785,,
79387,167,1103,0.151405258,,
112284,167,911,0.183315038,,
138482,167,943,0.17709438,,
222025,167,1247,0.133921411,,
228508,167,1057,0.157994324,,
231260,167,1030,0.162135922,,
259049,167,967,0.172699069,,
260870,167,1126,0.148312611,,
271431,167,1023,0.163245357,,
292517,167,1185,0.14092827,,
294478,167,963,0.173416407,,
308174,167,1078,0.154916512,,
312431,167,1113,0.150044924,,
335476,167,928,0.179956897,,
352433,167,1038,0.16088632,,
356945,167,1188,0.140572391,,
390111,167,918,0.181917211,,
403331,167,1012,0.165019763,,
422540,167,1018,0.164047151,,
433257,167,1186,0.140809444,,
433376,167,1298,0.128659476,,
566007,167,1088,0.153492647,,
572235,167,1161,0.143841516,,
581388,167,1022,0.163405088,,
584819,167,1049,0.159199237,,
642192,167,938,0.17803838,,
643082,167,1121,0.14897413,,
696283,167,971,0.171987642,,
711909,167,1031,0.161978661,,
713109,167,1027,0.162609542,,
720439,167,930,0.179569892,,
764817,167,897,0.186176143,,
775287,167,911,0.183315038,,
806121,167,1240,0.134677419,,
845391,167,975,0.171282051,,
851208,167,1089,0.153351699,,
863856,167,1025,0.162926829,,
890632,167,1171,0.142613151,,
929860,167,913,0.182913472,,
947916,167,871,0.191733639,,
960374,167,804,0.207711443,,
993128,167,1065,0.156807512,,
1058335,167,1145,0.145851528,,
1150620,167,1191,0.140218304,,
1156298,167,1021,0.163565132,,
1156945,167,933,0.178992497,,
1252563,167,1098,0.152094718,,
1270902,167,1185,0.14092827,,
1282620,167,952,0.175420168,,
1290722,167,1046,0.159655832,,
1312234,167,1058,0.157844991,,
1343677,167,984,0.169715447,,
1454951,167,1173,0.142369991,,
1458387,167,949,0.17597471,,
1460373,167,976,0.171106557,,
1507981,167,949,0.17597471,,
1517334,167,902,0.185144124,,
17352,168,1081,0.155411656,,
29441,168,1031,0.162948594,,
49497,168,1042,0.161228407,,
79389,168,1146,0.146596859,,
86164,168,1162,0.144578313,,
161418,168,1281,0.131147541,,
184697,168,1284,0.130841121,,
185528,168,1185,0.141772152,,
215523,168,937,0.179295624,,
227299,168,1080,0.155555556,,
254856,168,1046,0.160611855,,
283896,168,864,0.194444444,,
292574,168,1030,0.163106796,,
333208,168,1114,0.150807899,,
340965,168,1054,0.159392789,,
341953,168,1102,0.152450091,,
345541,168,1209,0.138957816,,
347059,168,1281,0.131147541,,
366862,168,947,0.177402323,,
383033,168,1000,0.168,,
386702,168,976,0.172131148,,
433401,168,1198,0.140233723,,
558895,168,1066,0.157598499,,
558963,168,1050,0.16,,
574619,168,1062,0.15819209,,
581897,168,965,0.174093264,,
598729,168,1150,0.146086957,,
608390,168,1031,0.162948594,,
658643,168,1132,0.148409894,,
681886,168,1138,0.147627417,,
694249,168,964,0.174273859,,
701064,168,1085,0.15483871,,
711314,168,1018,0.16502947,,
711528,168,910,0.184615385,,
713166,168,1028,0.163424125,,
764003,168,996,0.168674699,,
867837,168,1054,0.159392789,,
941099,168,1091,0.153987168,,
943063,168,1242,0.1352657,,
944216,168,1081,0.155411656,,
980873,168,1069,0.157156221,,
980906,168,1086,0.154696133,,
1003693,168,1419,0.118393235,,
1143750,168,980,0.171428571,,
1147937,168,904,0.185840708,,
1250153,168,925,0.181621622,,
1270997,168,958,0.175365344,,
1346703,168,1121,0.149866191,,
1391355,168,1110,0.151351351,,
1450681,168,1147,0.14646905,,
1452434,168,1139,0.147497805,,
1466914,168,991,0.169525732,,
1472290,168,1127,0.149068323,,
1476338,168,1053,0.15954416,,
1494072,168,1057,0.158940397,,
1510421,168,1105,0.152036199,,
17461,169,1299,0.130100077,,
22481,169,1125,0.150222222,,
51859,169,1067,0.158388004,,
