POS,freq,psl5,psl2,psl5/psl2,inconclusive
375171,1483,744,712,27,0
375335,1647,818,774,55,0
375345,1692,836,805,51,0
375384,1702,853,807,42,0
375433,1641,812,790,39,0
375478,1697,829,833,35,0
375650,1501,763,705,33,0
375659,1492,758,697,37,0
375769,1306,648,630,28,0
375878,1234,619,584,31,0
375932,1225,574,610,41,0
375947,1234,588,609,37,0
375950,1133,454,652,27,0
375978,1256,627,588,41,0
376331,1450,741,673,36,0
376422,1642,838,755,49,0
376457,1592,815,729,48,0
376537,1558,771,728,59,0
376867,1310,635,646,29,0
377123,1226,633,560,33,0
377306,1282,651,599,32,0
377973,1546,767,730,49,0
378171,1529,742,740,47,0
378517,1717,844,796,77,0
378612,1524,747,723,54,0
378614,1565,794,725,46,0
378664,1629,783,795,51,0
378713,1596,832,720,44,0
378761,1572,789,739,44,0
378788,1503,774,679,50,0
378801,1514,755,711,48,0
379094,1435,753,642,40,0
379354,1277,620,622,35,0
379372,1290,634,618,38,0
379556,1350,677,643,30,0
379570,1342,676,634,32,0
379603,1386,692,665,29,0
379882,1397,689,675,33,0
380035,1378,647,692,39,0
380063,1254,576,642,36,0
380086,1222,596,593,33,0
380427,1292,651,609,32,0
380580,1236,612,593,31,0
380668,1342,632,667,43,0
381268,1443,723,670,50,0
381346,1575,793,722,60,0
381444,1572,776,751,45,0
381458,1578,767,765,46,0
381750,1612,797,766,49,0
382012,1554,830,678,46,0
382023,1593,846,704,43,0
382229,1518,805,672,41,0
382242,1475,757,669,49,0
382330,1695,861,784,50,0
382372,1832,915,863,54,0
382382,1821,901,862,58,0
382396,1787,856,884,47,0
382422,1723,869,801,53,0
382617,1586,797,731,58,0
382655,1531,755,722,54,0
382819,1285,646,603,36,0
382830,1244,633,581,30,0
383033,1413,692,682,39,0
383038,1403,687,683,33,0
383274,1585,791,751,43,0
383367,1436,781,603,52,0
383382,1341,699,579,63,0
383386,1433,822,560,51,0
383395,1357,796,524,37,0
383425,1316,811,466,39,0
383443,1267,899,333,35,0
383600,637,635,2,0,0
384568,30,0,30,0,0
384581,1012,617,374,21,0
384595,1126,663,440,23,0
384607,1196,672,497,27,0
384703,1524,753,720,51,0
384757,1532,761,720,51,0
384792,1534,779,702,53,0
384885,896,581,297,18,0
385050,648,394,236,18,0
385065,804,463,321,20,0
385079,1032,571,437,24,0
385094,1170,628,515,27,0
385114,1370,714,620,36,0
385194,1419,697,676,46,0
385243,1337,663,628,46,0
385363,1394,705,654,35,0
385396,1423,706,673,44,0
385411,1448,714,692,42,0
385506,1497,723,742,32,0
385531,1488,714,741,33,0
385579,1557,726,782,49,0
385790,1543,792,703,48,0
385792,1539,786,709,44,0
385898,1515,789,672,54,0
385913,795,67,670,58,0
385919,219,10,206,3,0
385922,102,1,100,1,0
385989,1539,752,726,61,0
386001,1512,740,714,58,0
386025,1536,765,725,46,0
386094,1018,905,112,1,0
386095,365,20,334,11,0
386121,1561,867,646,48,0
386141,73,1,72,0,0
386149,121,1,116,4,0
386162,551,95,368,88,0
386164,1418,753,621,44,0
386380,1670,892,716,62,0
386438,1499,864,569,66,0
386441,1499,868,571,60,0
386445,1497,867,574,56,0
386446,348,26,308,14,0
386469,1508,821,624,63,0
386490,1477,779,638,60,0
386499,1294,573,673,48,0
386506,1319,621,656,42,0
386507,1257,523,690,44,0
386523,1308,590,676,42,0
386534,1303,630,623,50,0
386535,1308,644,612,52,0
386613,1535,764,729,42,0
386635,1529,746,732,51,0
386702,1455,718,690,47,0
386719,1378,697,640,41,0
386762,338,12,316,10,0
386891,1478,724,712,42,0
386911,1578,760,770,48,0
386946,1480,741,688,51,0
386947,803,75,678,50,0
386975,1583,784,741,58,0
387000,1472,723,715,34,0
387021,1370,625,710,35,0
387026,1455,725,689,41,0
387041,1540,771,717,52,0
387066,1492,726,704,62,0
387149,1576,777,753,46,0
387157,1573,786,747,40,0
387304,1442,728,672,42,0
387468,1328,625,670,33,0
387772,1347,652,657,38,0
387828,1298,673,599,26,0
388049,1314,639,637,38,0
388426,1345,622,677,46,0
388449,1373,641,693,39,0
388587,1395,681,672,42,0
388815,1445,615,784,46,0
388841,1585,700,828,57,0
388902,1534,678,810,46,0
389012,1380,644,714,22,0
389045,1375,659,675,41,0
389057,1395,662,689,44,0
390097,1390,701,644,45,0
390111,1397,696,649,52,0
390162,1419,704,677,38,0
390200,1477,706,715,56,0
390560,1201,690,488,23,0
390563,1210,694,495,21,0
390566,1211,701,489,21,0
390684,1239,640,575,24,0
390744,1107,559,515,33,0
390756,1085,553,495,37,0
391128,1264,594,639,31,0
391190,1343,640,669,34,0
391193,1351,646,670,35,0
391561,1227,606,585,36,0
392020,1291,648,599,44,0
392287,1265,616,611,38,0
392391,1328,708,584,36,0
392799,1430,722,664,44,0
394097,1697,841,803,53,0
395873,1302,558,697,47,0
396458,1330,598,694,38,0
396700,2088,1021,1002,65,0
397411,1694,814,831,49,0
398408,1371,727,607,37,0
399144,1431,700,691,40,0
399193,1332,637,663,32,0
399202,1301,610,660,31,0
399237,1310,626,653,31,0
399570,1336,583,719,34,0
400197,1345,648,665,32,0
400242,1235,613,591,31,0
400290,1227,616,578,33,0
400395,1265,664,568,33,0
400404,1344,670,632,42,0
400491,1312,680,597,35,0
400823,1327,660,632,35,0
400864,1292,627,628,37,0
401117,1538,722,778,38,0
401696,1663,826,784,53,0
401726,1670,793,819,58,0
401735,1644,796,781,67,0
402050,1298,630,640,28,0
402402,1296,656,598,42,0
402856,1175,635,506,34,0
403331,1487,731,705,51,0
403346,1444,712,682,50,0
403347,1452,724,683,45,0
403449,1263,612,619,32,0
403476,1241,597,615,29,0
403543,1252,603,619,30,0
403544,1251,593,634,24,0
403580,1247,575,644,28,0
403597,1241,535,685,21,0
403679,1612,752,817,43,0
403830,1650,746,861,43,0
403952,1327,665,617,45,0
404304,1302,671,599,32,0
404690,1420,729,641,50,0
404702,1436,734,664,38,0
404730,1413,720,649,44,0
404818,1408,691,663,54,0
404941,1396,682,678,36,0
404996,1582,807,728,47,0
405116,1620,793,785,42,0
405143,1599,799,759,41,0
405238,1683,885,745,53,0
405797,1434,763,628,43,0
405938,1421,711,668,42,0
406151,1600,775,793,32,0
406667,1469,662,758,49,0
406805,1619,742,822,55,0
407050,1544,706,799,39,0
407411,1459,723,694,42,0
407552,1456,627,795,34,0
407553,1464,643,788,33,0
407907,1501,744,699,58,0
408065,1516,754,724,38,0
408095,1501,730,727,44,0
408466,1584,795,742,47,0
408757,1340,640,661,39,0
409687,1393,703,650,40,0
409788,1526,758,726,42,0
409894,1511,746,713,52,0
410282,1353,643,670,40,0
410293,1408,683,680,45,0
410322,1444,711,690,43,0
410348,1387,668,681,38,0
410352,1371,681,649,41,0
410359,1372,637,698,37,0
410364,1368,645,689,34,0
410476,1456,629,785,42,0
410477,1522,687,790,45,0
410485,1246,773,453,20,0
410499,1599,758,799,42,0
410549,1109,799,301,9,0
410668,1827,821,935,71,0
410933,980,776,202,2,0
411048,1540,744,753,43,0
411189,1608,774,799,35,0
411287,1530,745,729,56,0
411448,1428,701,681,46,0
411653,1646,810,779,57,0
412304,1308,643,631,34,0
412388,1321,654,625,42,0
413375,1615,776,783,56,0
413443,1507,741,705,61,0
413544,1651,797,798,56,0
413545,1661,793,810,58,0
413595,1603,768,782,53,0
413881,1371,666,652,53,0
414183,1403,683,683,37,0
414243,1414,698,671,45,0
414277,1452,700,703,49,0
414523,1303,604,657,42,0
414564,1268,606,625,37,0
414726,1333,651,647,35,0
415078,1402,670,704,28,0
415089,1465,722,711,32,0
415353,1345,628,689,28,0
415413,1301,651,617,33,0
415430,1361,686,648,27,0
415728,1250,615,598,37,0
415755,1248,607,602,39,0
415969,1774,922,802,50,0
416043,1641,858,737,46,0
416109,1621,819,761,41,0
416183,1574,776,745,53,0
416304,1421,701,680,40,0
416544,1401,624,725,52,0
416574,1467,651,771,45,0
416628,1384,658,688,38,0
416675,1277,620,615,42,0
416754,1260,597,634,29,0
416856,1276,606,633,37,0
416872,1292,621,630,41,0
416927,1339,641,660,38,0
417015,1350,646,670,34,0
417206,1513,724,744,45,0
417601,1582,734,805,43,0
418485,1499,719,738,42,0
420270,1547,718,782,47,0
420314,1358,620,703,35,0
420417,1255,573,641,41,0
420492,1227,604,585,38,0
420558,1273,655,577,41,0
420571,1291,667,576,48,0
420755,1372,620,707,45,0
420945,1258,584,631,43,0
421109,1171,588,556,27,0
421556,1682,816,817,49,0
421602,1747,847,844,56,0
421790,1728,814,867,47,0
421989,1628,742,831,55,0
422005,1672,753,843,76,0
422276,1447,668,739,40,0
422278,1454,672,738,44,0
422280,1453,665,743,45,0
422318,1546,790,710,46,0
422540,1476,731,705,40,0
422574,1496,727,726,43,0
422595,1415,701,680,34,0
422672,1411,701,674,36,0
422737,1265,578,642,45,0
422745,1331,652,643,36,0
422794,1323,639,652,32,0
423046,1409,678,695,36,0
423061,1402,685,677,40,0
423118,1509,765,696,48,0
423202,1464,724,699,41,0
423322,1482,723,716,43,0
423383,1433,682,714,37,0
423385,1440,676,726,38,0
423430,1418,684,691,43,0
423595,1480,722,723,35,0
423680,1513,689,782,42,0
423847,1637,832,759,46,0
423869,1607,807,755,45,0
423908,1500,726,726,48,0
423912,1483,728,718,37,0
424075,1593,767,790,36,0
424226,1621,798,777,46,0
424517,1333,666,633,34,0
424634,1519,775,693,51,0
424905,1306,650,621,35,0
425036,1474,758,681,35,0
425098,1430,711,679,40,0
426326,1410,708,663,39,0
426362,1336,685,627,24,0
426545,1243,625,594,24,0
426781,1158,545,584,29,0
426788,1209,583,598,28,0
426944,1537,741,758,38,0
426951,1538,748,753,37,0
427169,1450,766,648,36,0
427322,1594,709,837,48,0
427330,1552,693,817,42,0
427996,1283,614,633,36,0
428383,1225,598,594,33,0
428558,1284,629,629,26,0
428851,1377,693,652,32,0
428925,1652,818,783,51,0
429057,1632,771,804,57,0
429679,1260,658,566,36,0
429762,1458,719,693,46,0
431267,1620,808,767,45,0
431674,1649,797,794,58,0
431960,1650,787,810,53,0
432174,1670,810,804,56,0
432463,1425,705,677,43,0
432487,1425,690,686,49,0
433099,1555,760,742,53,0
433160,1542,767,722,53,0
433257,1497,707,763,27,0
433297,1411,672,692,47,0
433376,1441,675,729,37,0
433396,1442,681,726,35,0
433401,1434,687,708,39,0
433591,1339,620,683,36,0
433703,1225,604,592,29,0
434124,1559,775,744,40,0
434129,1589,793,751,45,0
434178,1588,765,769,54,0
434531,844,168,667,9,0
434538,834,160,669,5,0
434542,794,156,631,7,0
434552,811,156,646,9,0
434679,920,464,445,11,0
434693,828,379,442,7,0
434704,708,264,438,6,0
434726,567,142,420,5,0
434776,724,319,390,15,0
434834,878,501,366,11,0
434864,823,482,326,15,0
435072,1128,564,544,20,0
435200,1303,603,671,29,0
435202,1312,612,662,38,0
435246,1226,494,706,26,0
435412,820,200,607,13,0
435532,1274,671,582,21,0
435564,1293,672,599,22,0
435630,1248,676,540,32,0
435680,1554,835,682,37,0
435990,1640,789,794,57,0
435991,1642,788,795,59,0
436011,1644,820,766,58,0
436177,998,368,606,24,0
436237,696,249,437,10,0
436270,1029,468,534,27,0
436525,1751,880,826,45,0
436543,1743,877,816,50,0
436565,1682,829,802,51,0
436884,1375,693,636,46,0
437054,1072,557,487,28,0
437065,969,495,450,24,0
437081,736,384,328,24,0
437637,1331,581,718,32,0
437673,1342,593,718,31,0
437695,1361,622,708,31,0
437881,1489,726,736,27,0
437890,1483,692,769,22,0
437896,1460,678,750,32,0
437955,1450,681,729,40,0
438868,1737,894,792,51,0
439479,1744,890,811,43,0
439746,1314,684,592,38,0
439768,1396,734,636,26,0
439851,1354,671,652,31,0
440889,1566,775,754,37,0
441071,1844,885,905,54,0
441238,1548,788,717,43,0
441367,1578,762,778,38,0
441465,1522,779,693,50,0
441629,1502,747,696,59,0
441636,1483,729,701,53,0
441738,1309,622,645,42,0
441971,1270,594,632,44,0
442273,1521,749,724,48,0
442843,1486,712,740,34,0
443218,1359,647,689,23,0
443547,1296,604,659,33,0
443786,1453,706,701,46,0
444518,1399,687,681,31,0
445249,1303,628,639,36,0
445472,1491,722,722,47,0
445581,1333,674,618,41,0
445817,1573,740,778,55,0
445993,1423,704,680,39,0
446016,1403,682,692,29,0
446066,1520,750,728,42,0
446498,1543,726,760,57,0
446581,1301,618,652,31,0
446812,1387,717,642,28,0
446850,1312,655,630,27,0
446913,1302,603,656,43,0
446954,1266,608,622,36,0
447357,1339,619,680,40,0
447589,1749,847,841,61,0
447952,1518,716,753,49,0
448175,1753,923,778,52,0
448388,1352,641,668,43,0
448634,1376,665,671,40,0
448913,1181,556,595,30,0
449024,1383,652,683,48,0
449471,1087,505,561,21,0
449477,1062,470,568,24,0
449562,1058,489,547,22,0
449566,1087,511,553,23,0
449578,1116,516,571,29,0
449579,1103,511,564,28,0
449650,1306,576,703,27,0
449709,1392,641,717,34,0
449722,1336,573,727,36,0
449770,852,701,149,2,0
449794,1050,667,376,7,0
449823,1210,589,598,23,0
449988,1365,666,670,29,0
450116,1176,584,565,27,0
450139,1141,550,555,36,0
450232,1259,609,612,38,0
450610,1317,619,656,42,0
451263,1318,595,686,37,0
451441,1518,721,740,57,0
452236,1222,604,587,31,0
452728,1677,791,845,41,0
452771,1501,712,751,38,0
453755,1544,744,752,48,0
453884,1690,768,877,45,0
453908,1595,727,830,38,0
454173,1807,884,859,64,0
454193,1825,896,851,78,0
454502,1705,826,810,69,0
455014,1560,786,717,57,0
455316,1696,813,836,47,0
455506,1475,712,719,44,0
455545,1502,709,744,49,0
455618,1440,685,700,55,0
455752,1347,645,673,29,0
455844,1338,630,662,46,0
456007,1289,597,654,38,0
456394,1476,738,678,60,0
456463,1500,732,719,49,0
457253,1390,636,710,44,0
457403,1338,659,641,38,0
457671,1235,606,596,33,0
457907,1509,752,706,51,0
458036,1505,688,779,38,0
458045,1554,729,788,37,0
458153,1693,798,848,47,0
458209,1667,798,821,48,0
458401,1642,803,778,61,0
458419,1603,792,755,56,0
458653,1637,796,780,61,0
458851,1621,769,804,48,0
459466,1103,531,540,32,0
460219,1659,821,797,41,0
462088,1611,788,783,40,0
469779,1579,750,783,46,0
470435,1149,538,574,37,0
470580,1350,660,659,31,0
470731,1442,682,726,34,0
470848,1694,824,790,80,0
471230,1434,676,704,54,0
471249,1426,691,689,46,0
471261,1497,712,739,46,0
471771,1457,644,773,40,0
473983,1418,653,719,46,0
476902,1359,660,662,37,0
477839,1387,642,703,42,0
482181,1411,638,741,32,0
482653,1617,815,749,53,0
482955,1444,681,713,50,0
483341,1406,653,694,59,0
483422,1605,738,808,59,0
483836,1615,767,792,56,0
484028,1711,799,870,42,0
485593,1465,749,665,51,0
485672,1481,714,714,53,0
485723,1361,650,667,44,0
491790,1252,610,617,25,0
491804,1297,631,624,42,0
495197,1503,738,728,37,0
496941,1403,677,691,35,0
497463,1674,852,783,39,0
497525,1698,878,780,40,0
498016,1294,657,605,32,0
498138,1084,513,533,38,0
498305,1298,648,606,44,0
498490,1281,623,627,31,0
498744,1474,722,718,34,0
498945,1497,736,727,34,0
499110,1386,657,695,34,0
499207,1344,571,744,29,0
499324,1428,661,725,42,0
499648,1371,652,683,36,0
499794,1324,643,643,38,0
500512,1214,574,607,33,0
500594,1450,683,728,39,0
501007,1157,594,533,30,0
501591,1701,834,807,60,0
501621,1644,783,817,44,0
501667,1599,742,818,39,0
502478,1566,790,727,49,0
502726,1496,687,754,55,0
502968,1674,803,822,49,0
503249,1396,694,666,36,0
503375,1103,557,521,25,0
503412,1293,587,678,28,0
503619,1370,666,669,35,0
503764,1438,734,662,42,0
504498,1321,616,673,32,0
504527,1477,702,724,51,0
504812,1489,685,753,51,0
504824,1450,665,731,54,0
505041,1689,806,832,51,0
505053,1627,769,810,48,0
505055,1632,785,799,48,0
505134,1429,712,678,39,0
505173,1430,713,687,30,0
505264,604,532,72,0,0
505278,681,565,116,0,0
505398,1246,615,605,26,0
505444,1287,620,637,30,0
505504,1330,657,637,36,0
505555,1296,646,616,34,0
505577,1272,672,567,33,0
505599,1292,666,588,38,0
505778,1598,742,809,47,0
505795,1608,744,821,43,0
505808,1640,749,846,45,0
505821,1655,748,865,42,0
505841,1689,763,887,39,0
505883,1794,805,927,62,0
506042,1622,765,797,60,0
507180,1677,833,777,67,0
507192,1665,822,788,55,0
507490,1768,829,884,55,0
507609,1699,771,872,56,0
507975,1170,530,608,32,0
508671,1303,637,640,26,0
509100,1168,570,565,33,0
509186,1294,627,629,38,0
509407,1274,657,580,37,0
509469,1250,632,592,26,0
509488,1287,626,638,23,0
509730,1393,700,648,45,0
509831,1390,713,640,37,0
509963,1397,756,601,40,0
511129,1316,648,637,31,0
512393,1889,916,918,55,0
512553,1464,724,698,42,0
512762,1483,765,685,33,0
512816,1381,712,636,33,0
513586,922,527,370,25,0
513608,914,517,381,16,0
513763,0,0,0,0,0
513781,248,21,227,0,0
516407,637,241,384,12,0
520815,1075,550,499,26,0
521406,1707,829,825,53,0
521623,1538,722,769,47,0
521753,1400,659,705,36,0
521776,1303,621,650,32,0
524808,1390,666,688,36,0
525250,1051,387,636,28,0
525412,1331,666,635,30,0
525682,1524,718,748,58,0
526042,1108,517,560,31,0
526063,1123,537,557,29,0
526072,1137,528,579,30,0
526087,1160,544,588,28,0
526090,1145,521,596,28,0
526099,1184,534,619,31,0
526102,1183,540,613,30,0
526111,1200,552,630,18,0
526117,1201,535,633,33,0
526135,1173,498,645,30,0
526183,1340,576,721,43,0
526186,1342,588,718,36,0
526215,1363,594,740,29,0
526219,1360,585,738,37,0
526222,1346,587,720,39,0
526246,1382,601,738,43,0
526267,1389,608,739,42,0
526282,1321,569,720,32,0
526285,1332,566,729,37,0
526288,1338,579,721,38,0
526297,1351,601,717,33,0
526303,1272,559,672,41,0
526354,1305,591,681,33,0
526357,1318,601,680,37,0
526372,1363,626,699,38,0
526420,1363,626,705,32,0
526456,1316,620,663,33,0
526480,1301,604,668,29,0
526483,1291,601,662,28,0
526495,1294,603,670,21,0
526558,1200,566,609,25,0
526561,1242,576,634,32,0
526591,1230,586,610,34,0
526594,1228,596,599,33,0
526633,1276,623,612,41,0
526636,1278,641,603,34,0
526651,1271,664,574,33,0
526657,1275,676,570,29,0
526669,1256,660,560,36,0
526675,1271,683,556,32,0
526687,1291,705,555,31,0
526693,1330,706,590,34,0
526699,1305,700,573,32,0
526727,1323,727,570,26,0
526734,1331,739,564,28,0
526741,1343,738,578,27,0
526747,1360,750,587,23,0
526763,1346,732,590,24,0
526783,1237,689,519,29,0
526795,1228,677,514,37,0
526810,1220,662,528,30,0
526837,1141,589,525,27,0
526840,1086,534,526,26,0
526864,1153,603,518,32,0
526882,1142,606,510,26,0
526888,1164,605,533,26,0
526918,1212,637,534,41,0
526927,1224,661,533,30,0
526942,1252,673,548,31,0
526948,1272,680,555,37,0
526957,1294,685,578,31,0
526978,1275,679,557,39,0
527319,1411,660,710,41,0
527386,1457,700,721,36,0
527530,1456,701,725,30,0
527743,769,178,579,12,0
527797,865,90,765,10,0
527851,1062,166,878,18,0
537889,2,2,0,0,0
537892,2,2,0,0,0
537897,2,2,0,0,0
537913,41,41,0,0,0
537934,455,133,317,5,0
537961,520,159,354,7,0
537970,540,169,365,6,0
537976,530,156,368,6,0
537994,564,191,362,11,0
538009,606,187,407,12,0
538030,634,203,419,12,0
538039,641,203,431,7,0
538042,649,188,449,12,0
538051,652,195,444,13,0
538054,571,192,363,16,0
538057,637,188,438,11,0
538066,716,208,490,18,0
538069,602,223,368,11,0
538120,757,264,480,13,0
538141,784,206,564,14,0
538174,915,246,650,19,0
538183,958,260,671,27,0
539097,1372,665,667,40,0
539142,1233,602,600,31,0
539468,1363,656,661,46,0
539648,1475,671,753,51,0
540228,1235,598,599,38,0
541183,1220,584,606,30,0
541985,1513,725,734,54,0
542465,1578,784,734,60,0
542742,1790,958,780,52,0
543539,1466,699,712,55,0
543883,2058,1014,989,55,0
544208,1392,628,723,41,0
544280,1553,702,804,47,0
544447,1439,644,757,38,0
544641,1175,440,711,24,0
545013,1486,663,776,47,0
545047,1449,647,774,28,0
545137,1623,660,907,56,0
545171,1635,677,898,60,0
545216,1699,691,950,58,0
545314,1639,760,832,47,0
545317,1623,766,817,40,0
545325,1585,766,779,40,0
545374,1446,670,728,48,0
545400,1485,708,723,54,0
546304,1301,592,667,42,0
546324,1343,650,660,33,0
546537,1475,659,758,58,0
546556,1517,720,748,49,0
546618,1650,762,840,48,0
551387,1533,740,742,51,0
551587,1433,692,705,36,0
551743,1730,834,811,85,0
551843,1286,613,635,38,0
552048,1338,654,636,48,0
552354,1448,707,695,46,0
552570,1425,660,720,45,0
552735,1352,636,681,35,0
552762,1308,609,654,45,0
552763,1332,614,673,45,0
552939,1862,892,916,54,0
552943,1935,902,968,65,0
553105,1332,602,694,36,0
553204,1419,694,694,31,0
553433,1377,712,633,32,0
553450,1374,720,619,35,0
553583,1231,567,633,31,0
553591,1253,575,648,30,0
553624,1270,589,643,38,0
553651,1224,535,650,39,0
553670,1295,591,668,36,0
553804,1387,649,707,31,0
553867,1397,638,718,41,0
554114,1335,619,675,41,0
554120,1307,594,668,45,0
554393,1592,780,767,45,0
554768,1542,704,781,57,0
554804,1548,753,747,48,0
554961,1577,735,797,45,0
555425,1373,655,688,30,0
555452,1257,598,622,37,0
555482,1279,612,626,41,0
555588,1383,725,617,41,0
556545,1689,805,847,37,0
556732,1427,682,701,44,0
556857,1471,700,736,35,0
556934,1461,736,690,35,0
556940,1431,725,667,39,0
557041,1423,709,670,44,0
557054,1422,711,668,43,0
557109,1431,701,687,43,0
557113,1414,687,685,42,0
557161,1489,711,739,39,0
557899,1691,839,795,57,0
557923,1733,832,839,62,0
558180,1541,727,773,41,0
558895,1399,739,621,39,0
558963,1416,700,665,51,0
559020,1357,636,681,40,0
559132,1219,558,625,36,0
559236,1417,653,721,43,0
559935,1332,584,716,32,0
560449,1776,638,1076,62,0
560536,1993,681,1235,77,0
560578,1486,728,706,52,0
560715,1424,694,681,49,0
561251,1286,636,623,27,0
561304,1349,676,640,33,0
561926,1293,619,640,34,0
562139,1294,626,628,40,0
562925,1366,571,752,43,0
562970,1290,524,720,46,0
562988,1302,530,733,39,0
562989,1305,527,741,37,0
563010,1069,364,665,40,0
563014,25,25,0,0,0
563017,79,73,4,2,0
563021,474,398,46,30,0
563080,1631,806,760,65,0
563112,0,0,0,0,0
563209,1624,798,775,51,0
563218,1617,796,767,54,0
563468,1447,714,691,42,0
564360,1347,671,640,36,0
564366,1359,659,663,37,0
564745,1395,650,704,41,0
564875,1425,641,733,51,0
565245,1511,689,778,44,0
565313,1512,715,745,52,0
565317,1536,730,754,52,0
565322,1480,719,720,41,0
565468,1443,738,664,41,0
565653,1583,774,766,43,0
565654,1573,768,757,48,0
565705,1551,753,754,44,0
565806,1883,939,888,56,0
566007,1434,712,682,40,0
566247,1721,841,827,53,0
566376,1558,757,756,45,0
566726,1255,626,595,34,0
567129,1473,672,760,41,0
567321,1522,739,741,42,0
567364,1527,726,763,38,0
567474,1509,723,746,40,0
567805,1490,704,735,51,0
567972,1183,583,573,27,0
568017,1210,583,595,32,0
568062,1209,607,575,27,0
568131,1297,632,620,45,0
568816,1509,729,738,42,0
568863,1548,762,747,39,0
568871,1520,735,743,42,0
570106,1496,677,783,36,0
570139,1432,642,748,42,0
570168,1327,584,711,32,0
570189,1367,606,727,34,0
570357,1241,593,620,28,0
570358,1241,593,623,25,0
570860,1628,792,783,53,0
571452,1557,786,724,47,0
571569,1313,620,658,35,0
571737,1458,742,669,47,0
571806,1429,745,650,34,0
572235,1367,674,653,40,0
572492,1273,610,636,27,0
572610,1391,684,680,27,0
572826,1322,604,672,46,0
572934,1345,622,677,46,0
573174,1286,630,619,37,0
573177,1281,632,610,39,0
573585,1607,757,793,57,0
573672,1510,772,680,58,0
573928,1580,802,728,50,0
574093,1634,787,806,41,0
574445,1476,646,779,51,0
574619,1434,699,701,34,0
574753,1340,680,620,40,0
574781,1308,628,639,41,0
574804,1288,620,630,38,0
574934,1421,707,672,42,0
574968,1411,745,634,32,0
574989,1405,740,629,36,0
575468,1363,656,655,52,0
575534,1528,729,751,48,0
575591,1579,723,809,47,0
575774,1530,756,736,38,0
575948,1701,771,887,43,0
576258,1742,825,858,59,0
576308,1735,841,839,55,0
576524,1407,637,729,41,0
576577,1339,634,664,41,0
578168,1409,711,657,41,0
578319,1505,706,744,55,0
578451,1271,642,594,35,0
578566,1313,620,659,34,0
578638,1419,720,668,31,0
578647,1422,671,718,33,0
578649,1412,690,690,32,0
578728,1527,744,737,46,0
578841,1467,680,745,42,0
579199,1519,754,735,30,0
579222,1635,852,744,39,0
579242,1508,740,714,54,0
579755,1230,610,583,37,0
579762,1176,585,563,28,0
579764,1146,541,578,27,0
579813,1164,586,554,24,0
579869,1158,583,556,19,0
579879,1198,604,562,32,0
579940,1199,578,597,24,0
579951,1298,648,619,31,0
580006,1325,667,623,35,0
580011,1337,675,632,30,0
580119,1461,695,731,35,0
580191,1846,846,933,67,0
580230,1855,855,932,68,0
580374,1333,634,649,50,0
580561,1520,726,751,43,0
580820,1436,677,712,47,0
580899,1377,647,696,34,0
580972,1312,608,674,30,0
581004,1381,657,685,39,0
581091,1427,646,742,39,0
581181,1784,917,816,51,0
581331,1453,717,700,36,0
581388,1449,701,712,36,0
581511,1434,689,707,38,0
581521,1443,685,712,46,0
581857,1595,784,760,51,0
581897,1505,707,753,45,0
581997,1336,617,687,32,0
582132,1558,727,783,48,0
582466,1637,786,802,49,0
583013,1341,678,628,35,0
583094,1319,692,605,22,0
583202,1327,653,647,27,0
583433,1131,586,515,30,0
583765,1285,496,763,26,0
583767,1323,545,742,36,0
583925,1642,752,844,46,0
583943,1626,767,812,47,0
584012,1627,787,797,43,0
584134,1592,735,802,55,0
584255,1410,631,740,39,0
584423,1589,721,824,44,0
584489,1795,824,884,87,0
584534,1859,871,905,83,0
584819,1600,810,750,40,0
584839,1597,821,737,39,0
584849,1607,833,733,41,0
585317,1572,761,766,45,0
585358,1508,686,769,53,0
585389,1501,717,736,48,0
585467,1428,665,725,38,0
585476,1419,662,709,48,0
585554,1446,687,725,34,0
586700,1231,638,564,29,0
586725,1279,631,617,31,0
586742,1291,627,625,39,0
586820,1244,626,586,32,0
586838,1314,630,644,40,0
587033,1206,558,619,29,0
587113,1200,552,619,29,0
587932,991,468,500,23,0
588381,1606,787,780,39,0
588465,1429,715,676,38,0
588509,1325,675,625,25,0
588560,1202,613,567,22,0
588583,1186,588,578,20,0
588705,1151,535,588,28,0
588711,1199,565,607,27,0
589440,1384,654,686,44,0
589456,1339,629,667,43,0
589643,1274,493,742,39,0
589702,1478,649,794,35,0
589875,1543,741,762,40,0
590328,1220,617,567,36,0
590885,1488,687,748,53,0
590898,1457,680,729,48,0
591021,1543,732,759,52,0
591077,1427,685,697,45,0
591129,1523,726,752,45,0
591205,1399,666,687,46,0
591737,1146,638,478,30,0
592050,1459,725,702,32,0
592072,1426,708,689,29,0
592224,1592,789,754,49,0
592352,1726,849,825,52,0
592539,1137,271,841,25,0
592559,928,48,877,3,0
592563,946,58,880,8,0
592967,1051,475,540,36,0
592981,659,242,391,26,0
593121,1258,599,635,24,0
593211,1243,591,629,23,0
593316,1485,721,716,48,0
593463,1072,524,517,31,0
593517,1083,530,521,32,0
593642,1417,656,718,43,0
593751,1770,858,849,63,0
593816,1850,876,901,73,0
594035,1602,761,782,59,0
595029,1605,744,810,51,0
595528,1475,697,741,37,0
596055,1508,739,729,40,0
596184,1340,654,650,36,0
596731,1448,692,724,32,0
596770,1469,672,756,41,0
596817,1552,734,776,42,0
596843,1605,741,820,44,0
597017,1487,736,703,48,0
598184,1267,628,604,35,0
598232,1099,527,552,20,0
